rank,school,school_url,school_id,district,district_url,district_id,address,city,city_url,zip,county,phone,low_grade,high_grade,is_title_i,is_charter,is_magnet,is_virtual,number_students,number_full-time_teachers,student_teacher_ratio,pct_free/disc_lunch,pct_african_american,pct_american_indian,pct_asian,pct_hispanic,pct_pacific_islander,pct_two_or_more_races,pct_white,average_standard_score_(2020-21),average_standard_score_(2018-19),rank_(2018-19),rank_change_from_(2018-19),schooldigger_star_rating
503,Westgate Charter,https://www.schooldigger.com/go/CO/schools/0690006417/school.aspx,"""0690006417""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",12500 Washington St,Northglenn,https://www.schooldigger.com/go/CO/city/Northglenn/search.aspx,80241,Adams County,(303) 425-0967,KG,12,No,Yes,No,No,523,30.9,16.9,13.8,1.7,0.2,6.5,17.8,0,5,68.8,32.2,57.1,386,-117,1
504,Pueblo School for Arts & Sciences at Fulton Height,https://www.schooldigger.com/go/CO/schools/0612006711/school.aspx,"""0612006711""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",1331 Santa Rosa Street,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81006,Pueblo County,(719) 404-2680,KG,08,No,Yes,No,No,227,12.9,17.5,50.7,0.4,0,0,60.4,0,0.4,38.8,32.2,67.4,285,-219,1
505,Alpine Elementary School,https://www.schooldigger.com/go/CO/schools/0537001832/school.aspx,"""0537001832""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",2005 Alpine Street,Longmont,https://www.schooldigger.com/go/CO/city/Longmont/search.aspx,80501,Boulder County,(720) 652-8140,PK,05,No,No,No,No,475,28.2,16.8,41.5,1.9,0.2,2.7,38.5,0,3.8,52.8,32.2,37.1,575,70,1
506,Hunters Glen Elementary School,https://www.schooldigger.com/go/CO/schools/0690001419/school.aspx,"""0690001419""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",13222 Corona Street,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80241,Adams County,(720) 972-5440,PK,05,No,No,No,No,471,21,22.4,27,3.6,0.6,3.4,35.9,0.2,3,53.3,32.1,53.2,421,-85,1
507,Collegiate Academy of Colorado,https://www.schooldigger.com/go/CO/schools/0480001036/school.aspx,"""0480001036""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",8420 South Sangre De Cristo Rd,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80127,Jefferson County,(303) 972-7433,KG,12,No,Yes,No,No,457,34,13.4,26.3,1.8,0.2,2.2,14.9,1.1,6.8,73.1,32,63.6,326,-181,1
508,Inspire Elementary,https://www.schooldigger.com/go/CO/schools/0336006733/school.aspx,"""0336006733""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",5677 N Galena St.,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80238,Denver County,(720) 424-4850,PK,05,No,No,No,No,347,21.3,16.2,22.2,6.3,0,1.4,27.4,0,7.8,57.1,31.9,,,,1
509,Ross Montessori School,https://www.schooldigger.com/go/CO/schools/0002001913/school.aspx,"""0002001913""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",109 Lewies Lane,Carbondale,https://www.schooldigger.com/go/CO/city/Carbondale/search.aspx,81623,Garfield County,(970) 963-7199,KG,08,No,Yes,No,No,292,16.5,17.6,18.2,0,0,1,25,0.3,1.7,71.9,31.3,39.4,545,36,1
510,Sanborn Elementary School,https://www.schooldigger.com/go/CO/schools/0537001396/school.aspx,"""0537001396""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",2235 Vivian Street,Longmont,https://www.schooldigger.com/go/CO/city/Longmont/search.aspx,80501,Boulder County,(303) 772-3838,PK,05,No,No,No,No,372,25,14.8,53.8,0.8,0.5,1.6,36.3,0,1.9,58.9,31.2,24.3,719,209,1
511,Two Roads Charter School,https://www.schooldigger.com/go/CO/schools/0480006466/school.aspx,"""0480006466""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",6980 Pierce Street,Arvada,https://www.schooldigger.com/go/CO/city/Arvada/search.aspx,80003,Jefferson County,(303) 423-3377,PK,12,No,Yes,No,No,635,34.7,18.2,16.1,1.1,0,1.9,16.5,0.2,2.4,78,31.2,42.8,517,6,1
512,Chatfield Elementary School,https://www.schooldigger.com/go/CO/schools/0435000601/school.aspx,"""0435000601""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",3188 D1/2 Road,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81504,Mesa County,(970) 254-4930,PK,05,Yes,No,No,No,425,22.9,18.4,56.9,0.7,0.7,0.5,30.4,0.7,3.5,63.5,31.2,10.4,906,394,1
513,Sage Canyon Elementary,https://www.schooldigger.com/go/CO/schools/0345006472/school.aspx,"""0345006472""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",2420 Autumn Sage Street,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80104,Douglas County,(303) 913-9419,KG,05,No,No,No,No,745,40.9,18.2,7.2,1.5,0,1.1,8.9,0.1,5.2,83.2,31.2,46.4,483,-30,1
514,Sargent Elementary School,https://www.schooldigger.com/go/CO/schools/0645001117/school.aspx,"""0645001117""",Sargent School District No. Re-33J,https://www.schooldigger.com/go/CO/district/06450/search.aspx,"""06450""",7090 North County  Road 2 East,Monte Vista,https://www.schooldigger.com/go/CO/city/Monte+Vista/search.aspx,81144,Rio Grande County,(719) 852-4024,KG,06,Yes,No,No,No,196,15.2,12.8,41.8,0,1,1,25.5,0,2,70.4,30.7,52.8,427,-87,1
515,Taylor Elementary School,https://www.schooldigger.com/go/CO/schools/0306000267/school.aspx,"""0306000267""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",900 East Buena Ventura Street,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80907,El Paso County,(719) 328-3500,PK,05,No,No,No,No,229,14.3,15.9,54.1,6.6,0.4,1.3,24.9,0.9,9.6,56.3,30.6,46.5,482,-33,1
516,Dora Moore Ece-8 School,https://www.schooldigger.com/go/CO/schools/0336000385/school.aspx,"""0336000385""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",846 Corona Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80218,Denver County,(720) 424-5300,PK,08,Yes,No,No,No,352,21.3,16.5,64.2,17.9,1.7,2.6,40.9,0.3,7.4,29.3,30.5,30.2,644,128,1
517,Madison Elementary School,https://www.schooldigger.com/go/CO/schools/0306000251/school.aspx,"""0306000251""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",4120 Constitution Avenue,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80909,El Paso County,(719) 328-7300,PK,05,No,No,No,No,347,22.8,15.2,63.1,6.9,0.6,0.9,34.3,0.3,6.6,50.4,30.5,44.9,498,-19,1
518,Estes Park K-5 School,https://www.schooldigger.com/go/CO/schools/0381000498/school.aspx,"""0381000498""",Estes Park School District R-3,https://www.schooldigger.com/go/CO/district/03810/search.aspx,"""03810""",1505 Brodie Avenue,Estes Park,https://www.schooldigger.com/go/CO/city/Estes+Park/search.aspx,80517,Larimer County,(970) 586-7406,PK,05,Yes,No,No,No,477,33.5,14.2,40.9,0.4,0.4,1.7,28.9,0,0.2,68.3,30.3,25,711,193,1
519,Hudson Elementary School,https://www.schooldigger.com/go/CO/schools/0492000816/school.aspx,"""0492000816""",Weld County School District Re-3j,https://www.schooldigger.com/go/CO/district/04920/search.aspx,"""04920""",300 Beech Street,Hudson,https://www.schooldigger.com/go/CO/city/Hudson/search.aspx,80642,Weld County,(303) 536-2200,PK,05,Yes,No,No,No,320,21.5,14.8,52.2,0.6,0.3,0.9,41.6,0,3.4,53.1,30.2,29.3,658,139,1
520,South Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0615001083/school.aspx,"""0615001083""",Pueblo County School District 70,https://www.schooldigger.com/go/CO/district/06150/search.aspx,"""06150""",23701 East Preston Road,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81006,Pueblo County,(719) 543-6444,PK,05,Yes,No,No,No,398,24.2,16.4,62.1,0,0.3,0,54.8,0,4.3,40.7,30.1,41.2,530,10,1
521,Dos Rios Elementary School,https://www.schooldigger.com/go/CO/schools/0435001691/school.aspx,"""0435001691""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",265 Linden Ave,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81503,Mesa County,(970) 254-7910,PK,05,Yes,No,No,No,331,20.3,16.2,77,0.9,0.9,0,31.4,0,4.5,62.2,30,18.9,780,259,1
522,Highline Academy Northeast,https://www.schooldigger.com/go/CO/schools/0336006609/school.aspx,"""0336006609""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",19451 East Maxwell Place,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80249,Denver County,(720) 485-5172,PK,05,Yes,Yes,No,No,546,47.2,11.5,65.9,30.8,0.2,8.2,36.8,0,6.8,17.2,29.8,19.3,777,255,1
523,Gateway Elementary School,https://www.schooldigger.com/go/CO/schools/0738001266/school.aspx,"""0738001266""",Woodland Park School District No. Re-2,https://www.schooldigger.com/go/CO/district/07380/search.aspx,"""07380""",100 Panther Way,Woodland Park,https://www.schooldigger.com/go/CO/city/Woodland+Park/search.aspx,80863,Teller County,(719) 686-2051,PK,05,Yes,No,No,No,345,23.4,14.7,41.7,0.3,0.3,1.7,13.6,0.3,6.1,77.7,29.7,35.8,587,64,1
524,Indian Peaks Elementary School,https://www.schooldigger.com/go/CO/schools/0537000904/school.aspx,"""0537000904""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",1335 South Judson,Longmont,https://www.schooldigger.com/go/CO/city/Longmont/search.aspx,80501,Boulder County,(303) 772-7240,PK,05,Yes,No,No,No,311,24.2,12.8,84.6,0,0,2.9,86.8,0.6,0,9.6,29.6,34.6,594,70,1
525,Polton Community Elementary School,https://www.schooldigger.com/go/CO/schools/0291000199/school.aspx,"""0291000199""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",2985 South Oakland Street,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80014,Arapahoe County,(720) 747-2600,PK,05,Yes,No,No,No,544,32.5,16.7,52.8,25,0.7,7.7,18.4,0,11.8,36.4,29.5,36.2,583,58,1
526,Dillon Valley Elementary School,https://www.schooldigger.com/go/CO/schools/0681001303/school.aspx,"""0681001303""",Summit School District No. Re 1,https://www.schooldigger.com/go/CO/district/06810/search.aspx,"""06810""",108 Deerpath Road,Dillon,https://www.schooldigger.com/go/CO/city/Dillon/search.aspx,80435,Summit County,(970) 368-1400,PK,05,Yes,No,No,No,426,30.9,13.7,49.3,0.5,0,0.7,55.2,0,4,39.7,29.4,33.4,607,81,1
527,Lena Archuleta Elementary School,https://www.schooldigger.com/go/CO/schools/0336001864/school.aspx,"""0336001864""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",16000 Maxwell Place,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80239,Denver County,(720) 424-9888,01,05,Yes,No,No,No,493,31.5,15.6,81.9,12.2,0.2,2.2,78.1,0.8,1.8,4.7,28.8,56.7,389,-138,1
528,King Elementary School,https://www.schooldigger.com/go/CO/schools/0306001379/school.aspx,"""0306001379""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",6110 Sapporo Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80918,El Paso County,(719) 328-6000,PK,05,No,No,No,No,344,21.1,16.2,57.3,8.7,0.9,1.2,27.6,0,7.8,53.8,28.6,44.1,504,-24,1
529,Columbine Elementary School,https://www.schooldigger.com/go/CO/schools/0249000109/school.aspx,"""0249000109""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",3130 Repplier Drive,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80304,Boulder County,(720) 561-2500,PK,05,Yes,No,No,No,494,33,14.9,59.3,0.6,0,2,53.4,0,5.1,38.9,28.6,30,651,122,1
530,Grand View Elementary,https://www.schooldigger.com/go/CO/schools/0537006757/school.aspx,"""0537006757""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",6601 Aggregate Blvd,Frederick,https://www.schooldigger.com/go/CO/city/Frederick/search.aspx,80516,Weld County,(303) 702-8000,PK,05,No,No,No,No,387,21.6,17.8,20.7,0,0,3.6,23,0,4.7,68.7,28.5,62.4,337,-193,1
531,Washington Elementary School,https://www.schooldigger.com/go/CO/schools/0279000176/school.aspx,"""0279000176""",Fremont Re-1,https://www.schooldigger.com/go/CO/district/02790/search.aspx,"""02790""",606 North 9th Street,Canon City,https://www.schooldigger.com/go/CO/city/Canon+City/search.aspx,81212,Fremont County,(719) 276-6090,KG,05,Yes,No,No,No,317,23.2,13.6,71.9,0.6,1.6,1.3,18.6,0,4.7,73.2,28.5,22.9,734,203,1
532,Keller Elementary School,https://www.schooldigger.com/go/CO/schools/0306000247/school.aspx,"""0306000247""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",3730 East Montebello Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80918,El Paso County,(719) 328-5900,PK,05,No,No,No,No,451,24.4,18.4,55.4,4.2,0.4,2.2,36.1,0.4,5.5,51,28.5,26.7,698,166,1
533,Westminster Academy for International Studies,https://www.schooldigger.com/go/CO/schools/0723006675/school.aspx,"""0723006675""",Westminster Public Schools,https://www.schooldigger.com/go/CO/district/07230/search.aspx,"""07230""",7482 Irving Street,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80030,Adams County,(303) 428-2494,PK,08,Yes,No,Yes,No,299,19.4,15.3,74.9,1,0.7,2.3,76.9,0.3,2.7,16.1,28.3,34,603,70,1
534,Charles Hay World School,https://www.schooldigger.com/go/CO/schools/0378000486/school.aspx,"""0378000486""",Englewood School District No. 1,https://www.schooldigger.com/go/CO/district/03780/search.aspx,"""03780""",1221 E Eastman Ave,Englewood,https://www.schooldigger.com/go/CO/city/Englewood/search.aspx,80113,Arapahoe County,(303) 761-2433,KG,06,No,No,No,No,332,22.6,14.6,51.5,4.2,0,0.9,30.7,0.3,6.3,57.5,28.1,53,424,-110,1
535,Liberty Point Elementary School,https://www.schooldigger.com/go/CO/schools/0615001080/school.aspx,"""0615001080""",Pueblo County School District 70,https://www.schooldigger.com/go/CO/district/06150/search.aspx,"""06150""",386 East Hahns Peak Avenue,Pueblo West,https://www.schooldigger.com/go/CO/city/Pueblo+West/search.aspx,81007,Pueblo County,(719) 547-2191,PK,05,Yes,No,No,No,365,20.3,17.9,66.8,1.9,0.8,0.3,47.7,0.3,9.3,39.7,28,31,638,103,1
536,Achieve Academy,https://www.schooldigger.com/go/CO/schools/0555002004/school.aspx,"""0555002004""",Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,"""05550""",9100 Poze Blvd,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80229,Adams County,(303) 853-1300,PK,08,Yes,No,Yes,No,526,29.8,17.6,64.6,1.9,0.4,2.7,81.4,0,2.7,11,27.7,12.2,874,338,1
537,Mary Blair Elementary School,https://www.schooldigger.com/go/CO/schools/0540000930/school.aspx,"""0540000930""",Thompson School District R-2j,https://www.schooldigger.com/go/CO/district/05400/search.aspx,"""05400""",860 East 29 Street,Loveland,https://www.schooldigger.com/go/CO/city/Loveland/search.aspx,80538,Larimer County,(970) 613-6400,KG,05,No,No,No,No,261,16.3,15.9,54.8,1.5,0.4,1.1,30.7,0,3.8,62.5,27.7,38.1,560,23,1
538,Bennett Ranch Elementary School,https://www.schooldigger.com/go/CO/schools/0387006766/school.aspx,"""0387006766""",El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,"""03870""",11243 Londonderry Drive,Peyton,https://www.schooldigger.com/go/CO/city/Peyton/search.aspx,80831,El Paso County,(719) 495-5232,PK,05,No,No,No,No,357,22.3,15.9,24.6,2.5,0.3,1.4,24.1,0.3,8.7,62.7,27.7,56.9,387,-151,1
539,Colorado Springs Charter Academy,https://www.schooldigger.com/go/CO/schools/0002001912/school.aspx,"""0002001912""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",2577 N Chelton Road,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80909,El Paso County,(719) 636-2722,KG,08,No,Yes,No,No,431,27.4,15.6,29.5,2.3,0,0,26.9,0,8.4,62.4,27.5,32.3,620,81,1
540,Sunset Park Elementary School,https://www.schooldigger.com/go/CO/schools/0612001065/school.aspx,"""0612001065""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",110 University Circle,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81005,Pueblo County,(719) 549-7610,PK,05,No,No,No,No,467,23.5,19.8,68.3,3.2,0.4,0.2,62.5,0,1.1,32.5,27.5,44.8,500,-40,1
541,Parker Performing Arts,https://www.schooldigger.com/go/CO/schools/0345006690/school.aspx,"""0345006690""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",15035 Compark Blvd,Parker,https://www.schooldigger.com/go/CO/city/Parker/search.aspx,80134,Douglas County,(720) 709-7400,KG,08,No,Yes,No,No,735,38.8,18.9,15.2,3.3,0,2.3,18.8,0.1,10.5,65,27.4,43,515,-26,1
542,Academy of Arts and Knowledge Elementary,https://www.schooldigger.com/go/CO/schools/0002001998/school.aspx,"""0002001998""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",4800 Wheaton Dr,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80525,Larimer County,(970) 226-2800,KG,05,Yes,Yes,No,No,212,15.3,13.8,42.5,2.4,0,1.9,15.1,0.5,6.1,74.1,27.2,47.9,469,-73,1
543,Cottonwood Plains Elementary School,https://www.schooldigger.com/go/CO/schools/0540000607/school.aspx,"""0540000607""",Thompson School District R-2j,https://www.schooldigger.com/go/CO/district/05400/search.aspx,"""05400""",525 Turman Drive,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80525,Larimer County,(970) 613-5900,KG,05,No,No,No,No,419,24.2,17.2,47.5,1.2,0.2,1,39.4,0,4.8,53.5,27.2,42.1,521,-22,1
544,Morton Elementary School,https://www.schooldigger.com/go/CO/schools/0612001058/school.aspx,"""0612001058""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",1900 West 31st Street,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81003,Pueblo County,(719) 549-7585,KG,05,No,No,No,No,441,26.1,16.8,75.3,2.7,0.7,1.6,61.9,0.5,3.2,29.5,27.2,31.6,629,85,1
545,Las Animas Elementary School,https://www.schooldigger.com/go/CO/schools/0525000866/school.aspx,"""0525000866""",Las Animas School District No. Re-1,https://www.schooldigger.com/go/CO/district/05250/search.aspx,"""05250""",530 Poplar Avenue,Las Animas,https://www.schooldigger.com/go/CO/city/Las+Animas/search.aspx,81054,Bent County,(719) 456-1862,KG,06,Yes,No,No,No,241,15.9,15,71,0,1.7,0,38.2,0.8,2.9,56.4,27.1,54.3,408,-137,1
546,Aragon Elementary School,https://www.schooldigger.com/go/CO/schools/0408000566/school.aspx,"""0408000566""",Fountain School District No. 8,https://www.schooldigger.com/go/CO/district/04080/search.aspx,"""04080""",211 South Main Street,Fountain,https://www.schooldigger.com/go/CO/city/Fountain/search.aspx,80817,El Paso County,(719) 382-1340,KG,05,Yes,No,No,No,672,36.5,18.3,47,8.2,1.3,0.6,26.8,1,13.4,48.7,27,26.8,697,151,1
547,Florida Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0348000449/school.aspx,"""0348000449""",Durango School District No. 9-R,https://www.schooldigger.com/go/CO/district/03480/search.aspx,"""03480""",216 Highway 172,Durango,https://www.schooldigger.com/go/CO/city/Durango/search.aspx,81303,La Plata County,(970) 247-4250,PK,05,Yes,No,No,No,296,26.3,11.2,48.3,0.3,8.1,0,27,0,3,61.5,27,40.1,539,-8,1
548,Lincoln Elementary School,https://www.schooldigger.com/go/CO/schools/0540000934/school.aspx,"""0540000934""",Thompson School District R-2j,https://www.schooldigger.com/go/CO/district/05400/search.aspx,"""05400""",3312 North Douglas Avenue,Loveland,https://www.schooldigger.com/go/CO/city/Loveland/search.aspx,80538,Larimer County,(970) 613-6220,KG,05,Yes,No,No,No,248,17.2,14.4,59.3,1.6,1.2,0.8,24.6,0,7.7,64.1,26.9,36.6,577,29,1
549,Grand Peak Academy,https://www.schooldigger.com/go/CO/schools/0387006386/school.aspx,"""0387006386""",El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,"""03870""",7036 Cowpoke Road,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80908,El Paso County,(719) 495-7360,KG,08,No,Yes,No,No,760,35.2,21.5,18.3,4.1,0.3,2.9,22.1,0.9,9.7,60,26.7,41.4,528,-21,1
550,Foothills Elementary School,https://www.schooldigger.com/go/CO/schools/0480000724/school.aspx,"""0480000724""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",13165 West Ohio Avenue,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80228,Jefferson County,(303) 982-9324,PK,05,Yes,No,No,No,293,18.4,15.8,66.9,3.1,3.4,1.4,35.8,0,5.8,50.5,26.5,29,661,111,1
551,Graham Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0624006436/school.aspx,"""0624006436""",Garfield School District No. Re-2,https://www.schooldigger.com/go/CO/district/06240/search.aspx,"""06240""",1575 Farmstead Parkway,Rifle,https://www.schooldigger.com/go/CO/city/Rifle/search.aspx,81650,Garfield County,(970) 665-7500,PK,05,Yes,No,No,No,429,21.7,19.7,43.1,0,0,0.2,44.5,0,2.1,53.1,26.5,26,702,151,1
552,Bromley East Charter School,https://www.schooldigger.com/go/CO/schools/0258001729/school.aspx,"""0258001729""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",356 Longspur Drive,Brighton,https://www.schooldigger.com/go/CO/city/Brighton/search.aspx,80601,Adams County,(720) 685-3297,PK,08,No,Yes,No,No,1181,48.4,24.3,24.8,0.7,0.3,0.8,33.4,0.2,2.9,61.8,26.5,36.3,581,29,1
553,Eagle Valley Elementary School,https://www.schooldigger.com/go/CO/schools/0354000462/school.aspx,"""0354000462""",Eagle County School District No. Re 50,https://www.schooldigger.com/go/CO/district/03540/search.aspx,"""03540""",61 Mill Road,Eagle,https://www.schooldigger.com/go/CO/city/Eagle/search.aspx,81631,Eagle County,(970) 328-6981,PK,05,No,No,No,No,422,31.2,13.5,29.4,1.2,0,0,50.2,0,3.6,45,26.4,28.3,673,120,1
554,Grand Mountain School,https://www.schooldigger.com/go/CO/schools/0648006772/school.aspx,"""0648006772""",School District No. 3,https://www.schooldigger.com/go/CO/district/06480/search.aspx,"""06480""",11060 Fontaine Blvd,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80925,El Paso County,(719) 391-3000,PK,08,No,No,No,No,901,47,19.1,30.4,11.8,0.6,1.6,25.9,2.2,10.5,47.5,26.2,,,,1
555,Platteville Elementary School,https://www.schooldigger.com/go/CO/schools/0420000578/school.aspx,"""0420000578""",Weld County Reorganized School District No. Re-1,https://www.schooldigger.com/go/CO/district/04200/search.aspx,"""04200""",1202 Main Street,Platteville,https://www.schooldigger.com/go/CO/city/Platteville/search.aspx,80651,Weld County,(970) 350-4201,PK,05,Yes,No,No,No,367,26.9,13.6,55.9,0.5,0,0,53.1,0,1.4,45,26.2,30.8,641,86,1
556,Harrison School,https://www.schooldigger.com/go/CO/schools/0279000173/school.aspx,"""0279000173""",Fremont Re-1,https://www.schooldigger.com/go/CO/district/02790/search.aspx,"""02790""",920 Field Avenue,Canon City,https://www.schooldigger.com/go/CO/city/Canon+City/search.aspx,81212,Fremont County,(719) 276-5970,KG,08,Yes,No,No,No,670,46.4,14.4,72.8,0.3,1,0.6,17.8,0.1,2.8,77.3,25.8,30.5,642,86,1
557,Stetson Elementary School,https://www.schooldigger.com/go/CO/schools/0387001438/school.aspx,"""0387001438""",El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,"""03870""",4910 Jedediah Smith Road,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80922,El Paso County,(719) 495-5252,PK,05,No,No,No,No,521,34,15.3,27.6,5.4,0.2,2.9,25.1,0.2,10.7,55.5,25.7,54.6,404,-153,1
558,Avery/Parsons Elementary School,https://www.schooldigger.com/go/CO/schools/0264000159/school.aspx,"""0264000159""",Buena Vista School District No. R-31,https://www.schooldigger.com/go/CO/district/02640/search.aspx,"""02640""",516 East Main Street,Buena Vista,https://www.schooldigger.com/go/CO/city/Buena+Vista/search.aspx,81211,Chaffee County,(719) 395-7020,KG,05,Yes,No,No,No,428,28.1,15.2,33.9,1.9,0.5,0.7,12.9,0,1.4,82.7,25.6,28.8,666,108,1
559,Trailside Academy,https://www.schooldigger.com/go/CO/schools/0555006786/school.aspx,"""0555006786""",Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,"""05550""",2300 West 67th Pl.,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80221,Adams County,(303) 853-1000,PK,08,Yes,No,No,No,478,22.7,21,61.3,0.4,0.4,1.7,73.8,0,1.9,21.8,25.6,,,,1
560,Sand Creek International Elementary School,https://www.schooldigger.com/go/CO/schools/0453001533/school.aspx,"""0453001533""",Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,"""04530""",550 Sand Creek Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80916,El Paso County,(719) 579-3760,KG,07,Yes,No,No,No,505,38.5,13.1,79.8,13.3,0.6,2.2,57.6,0.2,6.9,19.2,25.4,53.7,415,-145,1
561,South Ridge Elementary An IB World School,https://www.schooldigger.com/go/CO/schools/0345000447/school.aspx,"""0345000447""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",1100 South Street,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80104,Douglas County,(303) 387-5075,KG,05,Yes,No,No,No,595,37.6,15.8,37.8,1,0.7,1.3,30.3,0,4.7,62,25.3,22.7,738,177,1
